user_id,product_id,rank,predicted_score
USER-103703,PROD-68966,2,5.393252702195828e-09
USER-103703,PROD-26097,3,4.515873650303424e-09
USER-103703,PROD-36326,4,3.253627392719768e-09
USER-103703,PROD-47262,5,1.454384003530333e-09
USER-103703,PROD-57354,6,1.4310143812080302e-09
USER-103703,PROD-79919,7,3.305385673413478e-10
USER-103703,PROD-15599,8,8.434428016848413e-11
USER-103703,PROD-94935,9,8.827848491442511e-13
USER-103703,PROD-52987,10,2.1512942362818627e-13
USER-103832,PROD-16202,1,1.7979002700437914e-08
USER-103832,PROD-79726,2,1.3923752155406339e-08
USER-103832,PROD-84160,3,8.631560858068855e-09
USER-103832,PROD-28928,4,6.515123535495329e-09
USER-103832,PROD-71962,5,6.066642255706811e-09
USER-103832,PROD-19970,6,4.818816639793414e-09
USER-103832,PROD-61773,7,3.6726626657804815e-09
USER-103832,PROD-52194,8,2.710987247375716e-09
USER-103832,PROD-24762,9,5.381394371536845e-10
USER-103832,PROD-58410,10,4.042202089801622e-12
USER-103849,PROD-38773,1,0.44681301805340257
USER-103849,PROD-16001,2,0.30008850788282465
USER-103849,PROD-58410,3,0.27699335138900383
USER-103849,PROD-80439,4,0.275593006482911
USER-103849,PROD-31917,5,0.24531511059506303
USER-103849,PROD-48453,6,0.23930314208400466
USER-103849,PROD-33776,7,0.20053213239272802
USER-103849,PROD-11193,8,0.16609031811085434
USER-103849,PROD-87971,9,0.10443174981071837
USER-103849,PROD-68232,10,0.030869670480435308
USER-104588,PROD-96454,1,0.0003366688804299712
USER-104588,PROD-74204,2,2.975301770753743e-08
USER-104588,PROD-89657,3,2.5211141992873765e-08
USER-104588,PROD-56392,4,2.1131392981310223e-08
USER-104588,PROD-74375,5,9.322810758594003e-09
USER-104588,PROD-20739,6,8.887352296967935e-09
USER-104588,PROD-53525,7,8.218051282318948e-09
USER-104588,PROD-73497,8,7.012112710700828e-09
USER-104588,PROD-56561,9,6.379556608205242e-09
USER-104588,PROD-83861,10,1.1342401452111756e-09
USER-106481,PROD-70881,1,8.73651404887595e-09
USER-106481,PROD-19269,2,3.552353614720379e-09
USER-106481,PROD-36554,3,3.467871718980239e-09
USER-106481,PROD-55788,4,2.5443028170925356e-09
USER-106481,PROD-65847,5,1.770763575907544e-09
USER-106481,PROD-35444,6,1.5595936854442158e-09
USER-106481,PROD-27006,7,8.898507536047815e-10
USER-106481,PROD-79919,8,6.518639643075819e-10
USER-106481,PROD-64834,9,5.460550980606408e-10
USER-106481,PROD-71962,10,1.4146371086069092e-10
USER-107602,PROD-38773,1,8.123153081137455e-09
USER-107602,PROD-16001,2,5.455671139668902e-09
USER-107602,PROD-58410,3,5.035796417912899e-09
USER-107602,PROD-80439,4,5.010337857891214e-09
USER-107602,PROD-31917,5,4.459879448368473e-09
USER-107602,PROD-48453,6,4.350580617400956e-09
USER-107602,PROD-18506,7,4.198962948479335e-09
USER-107602,PROD-33776,8,3.6457156423279548e-09
USER-107602,PROD-11193,9,3.019556335191725e-09
USER-107602,PROD-87971,10,1.8985908108481367e-09
USER-108224,PROD-41197,1,0.2695587684432093
USER-108224,PROD-68966,2,0.20711057914877964
USER-108224,PROD-26097,3,0.17341764955613156
USER-108224,PROD-36326,4,0.12494512882108547
USER-108224,PROD-57354,5,0.05495351944876589
USER-108224,PROD-79919,6,0.012693273965825388
USER-108224,PROD-38773,7,0.005788491146835049
USER-108224,PROD-16001,8,0.0038876657594140622
USER-108224,PROD-58410,9,0.0035884665340162165
USER-108224,PROD-80439,10,0.0035703249764431
USER-109260,PROD-31694,1,2.5695411608799572e-08
USER-109260,PROD-90441,2,1.0961277450422566e-08
USER-109260,PROD-41488,3,9.964522735993747e-09
USER-109260,PROD-34231,4,6.481735091839749e-09
USER-109260,PROD-72464,5,6.041541420576773e-09
USER-109260,PROD-57116,6,5.085362742446765e-09
USER-109260,PROD-10974,7,4.2186969192176595e-09
USER-109260,PROD-56561,8,3.83529747887871e-09
USER-109260,PROD-99768,9,1.6084236615362486e-09
USER-109260,PROD-61027,10,1.5203670354301078e-09
USER-114787,PROD-16202,1,2.886045100725842e-08
USER-114787,PROD-79726,2,2.2350837452653908e-08
USER-114787,PROD-84160,3,1.385564835887132e-08
USER-114787,PROD-28928,4,1.0458277732936731e-08
USER-114787,PROD-71962,5,9.738361716533117e-09
USER-114787,PROD-19970,6,7.735313457755478e-09
USER-114787,PROD-61773,7,5.8954716620273374e-09
USER-114787,PROD-52194,8,4.3517605474459116e-09
USER-114787,PROD-24762,9,8.638380626456687e-10
USER-114787,PROD-58410,10,6.488667770838915e-12
USER-115418,PROD-16202,1,0.49131662641976903
USER-115418,PROD-79726,2,0.3804977979080344
USER-115418,PROD-84160,3,0.23587678539144014
USER-115418,PROD-71962,4,0.16578462423262713
USER-115418,PROD-19970,5,0.1316849868842325
USER-115418,PROD-61773,6,0.10036375548712449
USER-115418,PROD-52194,7,0.0740838149279109
USER-115418,PROD-24762,8,0.014705868685327117
USER-115418,PROD-58410,9,0.00011046225016807523
USER-115418,PROD-95136,10,8.365554721577295e-09
USER-115821,PROD-58300,1,0.00015675047048220443
USER-115821,PROD-88767,2,0.00011627719169821108
USER-115821,PROD-38047,3,0.00010270630268204009
USER-115821,PROD-51942,4,8.703113649272817e-05
USER-115821,PROD-35986,5,7.584042801519447e-05
USER-115821,PROD-53525,6,4.472150021952365e-05
USER-115821,PROD-10974,7,3.068582831012116e-05
USER-115821,PROD-68507,8,2.2807635228187112e-05
USER-115821,PROD-65444,9,2.9295783407473965e-06
USER-115821,PROD-55788,10,1.4296206304631484e-06
USER-116249,PROD-41197,1,1.3568358223766412e-08
USER-116249,PROD-68966,2,1.0425001368168855e-08
USER-116249,PROD-63270,3,9.67565920157327e-09
USER-116249,PROD-78300,4,9.67565920157327e-09
USER-116249,PROD-26097,5,8.729053056186923e-09
USER-116249,PROD-80757,6,6.652879983250871e-09
USER-116249,PROD-36326,7,6.289167575404971e-09
USER-116249,PROD-54937,8,3.160021363746369e-09
USER-116249,PROD-47262,9,2.811282181887694e-09
USER-116249,PROD-57354,10,2.7661093788335047e-09
USER-116350,PROD-70722,1,0.00014057642148646805
USER-116350,PROD-41603,2,6.417853153598186e-05
USER-116350,PROD-51088,3,2.0201726779971492e-08
USER-116350,PROD-74321,4,1.7006718470113994e-08
USER-116350,PROD-89949,5,2.9785107535084917e-09
USER-116350,PROD-28603,6,2.5892861874994934e-09
USER-116350,PROD-57354,7,1.7350697363077418e-09
USER-116350,PROD-71434,8,1.5520619345678444e-09
USER-116350,PROD-67906,9,8.35253253402604e-10
USER-116350,PROD-38047,10,6.440777942214039e-10
USER-117438,PROD-70722,1,0.00014057642148646805
USER-117438,PROD-41603,2,6.417853153598186e-05
USER-117438,PROD-51088,3,2.0201726779971492e-08
USER-117438,PROD-74321,4,1.7006718470113994e-08
USER-117438,PROD-89949,5,2.9785107535084917e-09
USER-117438,PROD-28603,6,2.5892861874994934e-09
USER-117438,PROD-57354,7,1.7350697363077418e-09
USER-117438,PROD-71434,8,1.5520619345678444e-09
USER-117438,PROD-67906,9,8.35253253402604e-10
USER-117438,PROD-38047,10,6.440777942214039e-10
USER-117893,PROD-24762,1,4.61702392789537e-05
USER-117893,PROD-10515,2,3.138353413144293e-05
USER-117893,PROD-61773,3,8.372435195077314e-06
USER-117893,PROD-72464,4,6.118512291895418e-06
USER-117893,PROD-71434,5,6.969565782002466e-07
USER-117893,PROD-94935,6,6.279444701231391e-10
USER-117893,PROD-50162,7,1.7059818810955552e-12
USER-117893,PROD-37080,8,9.99501020244458e-13
USER-117893,PROD-21019,9,7.944723006306217e-13
USER-117893,PROD-95522,10,7.447940752874737e-13
USER-118079,PROD-70881,1,1.027982221975582e-08
USER-118079,PROD-19269,2,4.17987808601199e-09
USER-118079,PROD-36554,3,4.080472434726129e-09
USER-118079,PROD-55788,4,2.9937547725356075e-09
USER-118079,PROD-65847,5,2.083569562380625e-09
USER-118079,PROD-35444,6,1.835096439120711e-09
USER-118079,PROD-27006,7,1.0470431911398144e-09
USER-118079,PROD-79919,8,7.670159547685225e-10
USER-118079,PROD-64834,9,6.425159163999673e-10
USER-118079,PROD-71962,10,1.6645332338038709e-10
USER-118100,PROD-63270,1,6.842012912806081e-08
USER-118100,PROD-78300,2,6.842012912806081e-08
USER-118100,PROD-80757,3,4.704495043123276e-08
USER-118100,PROD-54937,4,2.2345668160759694e-08
USER-118100,PROD-99768,5,1.422224003941741e-08
USER-118100,PROD-18272,6,1.8056260556303288e-09
USER-118100,PROD-94232,7,1.8865178943050677e-15
USER-118100,PROD-76385,8,1.7164567995883064e-15
USER-118100,PROD-58142,9,1.4829099670666867e-15
USER-118100,PROD-44391,10,1.2220626365783376e-15
USER-118596,PROD-70881,1,4.8393844903480435e-09
USER-118596,PROD-19269,2,1.9677419267152048e-09
USER-118596,PROD-36554,3,1.920945186783706e-09
USER-118596,PROD-55788,4,1.4093561254659897e-09
USER-118596,PROD-65847,5,9.808724323430532e-10
USER-118596,PROD-35444,6,8.638998861971212e-10
USER-118596,PROD-27006,7,4.929116935688503e-10
USER-118596,PROD-79919,8,3.610845631379463e-10
USER-118596,PROD-64834,9,3.0247425433604624e-10
USER-118596,PROD-71962,10,7.836046327589766e-11
USER-120194,PROD-70881,1,1.672755190039772e-08
USER-120194,PROD-19269,2,6.801589183782738e-09
USER-120194,PROD-36554,3,6.6398341304821584e-09
USER-120194,PROD-55788,4,4.8715033454967926e-09
USER-120194,PROD-65847,5,3.3904300334912545e-09
USER-120194,PROD-35444,6,2.986109124400391e-09
USER-120194,PROD-27006,7,1.7037716166034357e-09
USER-120194,PROD-79919,8,1.2481051634498336e-09
USER-120194,PROD-64834,9,1.045515973783771e-09
USER-120194,PROD-71962,10,2.708564940440427e-10
USER-120232,PROD-41197,1,0.9995847850306665
USER-120232,PROD-26097,2,0.6430718056519453
USER-120232,PROD-36326,3,0.4633247527229528
USER-120232,PROD-47262,4,0.20710795286348946
USER-120232,PROD-57354,5,0.20378005969576174
USER-120232,PROD-79919,6,0.047069526252915786
USER-120232,PROD-15599,7,0.012010838370131104
USER-120232,PROD-94935,8,0.00012571079062480636
USER-120232,PROD-10834,9,8.445316232068378e-09
USER-120232,PROD-38768,10,7.3311170705143825e-09
USER-120829,PROD-63270,1,3.137480347474483e-08
USER-120829,PROD-78300,2,3.137480347474483e-08
USER-120829,PROD-80757,3,2.15729799558897e-08
USER-120829,PROD-54937,4,1.0246852147026468e-08
USER-120829,PROD-99768,5,6.521764748093152e-09
USER-120829,PROD-30810,6,2.3622273781035883e-09
USER-120829,PROD-63102,7,1.7391086327766577e-09
USER-120829,PROD-74893,8,1.2154455124777571e-09
USER-120829,PROD-18272,9,8.279897066292758e-10
USER-120829,PROD-15599,10,7.750402709864858e-10
USER-121665,PROD-31694,1,8.355097207161841e-09
USER-121665,PROD-90441,2,3.5641592361800726e-09
USER-121665,PROD-41488,3,3.240055358898821e-09
USER-121665,PROD-34231,4,2.107595223142767e-09
USER-121665,PROD-72464,5,1.9644622401272275e-09
USER-121665,PROD-57116,6,1.6535520307552224e-09
USER-121665,PROD-10974,7,1.3717477417465046e-09
USER-121665,PROD-56561,8,1.247081920393934e-09
USER-121665,PROD-99768,9,5.229936086267017e-10
USER-121665,PROD-61027,10,4.943611943243927e-10
USER-122289,PROD-41197,1,6.537851992729306e-09
USER-122289,PROD-68966,2,5.0232397203151745e-09
USER-122289,PROD-26097,3,4.206054702924093e-09
USER-122289,PROD-36326,4,3.0304069281903268e-09
USER-122289,PROD-47262,5,1.3546035940284053e-09
USER-122289,PROD-57354,6,1.3328372833521664e-09
USER-122289,PROD-79919,7,3.078614246814579e-10
USER-122289,PROD-15599,8,7.855770190629919e-11
USER-122289,PROD-41603,9,1.3000486662120531e-12
USER-122289,PROD-94935,10,8.222199410215635e-13
USER-123127,PROD-40514,1,0.7753043712773079
USER-123127,PROD-65375,2,0.5190312447793584
USER-123127,PROD-94935,3,0.5017300662741487
USER-123127,PROD-92174,4,0.36782643478046
USER-123127,PROD-91619,5,0.35929058742633374
USER-123127,PROD-88767,6,0.06566495516434195
USER-123127,PROD-56991,7,0.04554906982295692
USER-123127,PROD-65847,8,0.04324949724127309
USER-123127,PROD-65444,9,0.016524278006789104
USER-123127,PROD-58410,10,0.0009015142008683653
USER-123314,PROD-30810,1,2.113036090860971e-09
USER-123314,PROD-63102,2,1.555650121172971e-09
USER-123314,PROD-74893,3,1.0872282059495652e-09
USER-123314,PROD-15599,4,6.932812986783086e-10
USER-123314,PROD-68232,5,5.328194553560641e-10
USER-123314,PROD-21944,6,4.94740726240283e-10
USER-123314,PROD-73497,7,2.1313556570962462e-10
USER-123314,PROD-38356,8,2.0141047735904652e-10
USER-123314,PROD-27006,9,1.8367237413987907e-10
USER-123314,PROD-72464,10,9.32057350314594e-12
USER-123796,PROD-32749,1,0.7753043712773079
USER-123796,PROD-65375,2,0.6992588509194905
USER-123796,PROD-94935,3,0.6759500379669123
USER-123796,PROD-92174,4,0.4955499167140435
USER-123796,PROD-91619,5,0.48405009493547635
USER-123796,PROD-88767,6,0.08846635256691912
USER-123796,PROD-56991,7,0.06136545833265254
USER-123796,PROD-65847,8,0.0582673857267196
USER-123796,PROD-65444,9,0.02226214272748361
USER-123796,PROD-58410,10,0.0012145545967175775
USER-124286,PROD-70881,1,0.7933622163832212
USER-124286,PROD-19269,2,0.3225889778674498
USER-124286,PROD-55788,3,0.23104795694639094
USER-124286,PROD-65847,4,0.16080291377239164
USER-124286,PROD-35444,5,0.14162659111164538
USER-124286,PROD-27006,6,0.08080728333756879
USER-124286,PROD-79919,7,0.0591957200103118
USER-124286,PROD-64834,8,0.0495872244285449
USER-124286,PROD-71962,9,0.012846309472903878
USER-124286,PROD-90441,10,0.00014926988542686022
USER-124415,PROD-62621,1,9.119332242285683e-12
USER-124415,PROD-28444,2,5.636449466474746e-13
USER-124415,PROD-86897,3,1.4518965892484187e-15
USER-124415,PROD-76347,4,8.89729701827286e-16
USER-124415,PROD-35553,5,3.44643403487179e-16
USER-124415,PROD-71434,6,2.577040420539295e-16
USER-124415,PROD-27006,7,1.2200233251241944e-16
USER-124415,PROD-57116,8,3.4817124975259946e-17
USER-124415,PROD-24762,9,8.674540689709322e-18
USER-124415,PROD-10515,10,5.896390143556829e-18
USER-128974,PROD-19269,1,0.8126895587649432
USER-128974,PROD-36554,2,0.7933622163832121
USER-128974,PROD-55788,3,0.582072777022958
USER-128974,PROD-65847,4,0.40510636756938145
USER-128974,PROD-35444,5,0.3567959841678146
USER-128974,PROD-27006,6,0.20357557122607736
USER-128974,PROD-79919,7,0.14913015284645173
USER-128974,PROD-64834,8,0.12492373362418797
USER-128974,PROD-71962,9,0.032363354899192905
USER-128974,PROD-90441,10,0.0003760515257725091
USER-129031,PROD-30810,1,1.859774138759481e-08
USER-129031,PROD-63102,2,1.369194722621471e-08
USER-129031,PROD-74893,3,9.56916405309003e-09
USER-129031,PROD-15599,4,6.101867524856865e-09
USER-129031,PROD-68232,5,4.689573680189065e-09
USER-129031,PROD-21944,6,4.3544263727074295e-09
USER-129031,PROD-73497,7,1.8758979786053844e-09
USER-129031,PROD-38356,8,1.7727004223336873e-09
USER-129031,PROD-27006,9,1.6165797304991603e-09
USER-129031,PROD-72464,10,8.203438471557178e-11
USER-131156,PROD-41197,1,8.092759708594595e-09
USER-131156,PROD-68966,2,6.21792479554252e-09
USER-131156,PROD-26097,3,5.206387368484781e-09
USER-131156,PROD-36326,4,3.751133417577812e-09
USER-131156,PROD-47262,5,1.6767711167309688e-09
USER-131156,PROD-57354,6,1.6498280898405908e-09
USER-131156,PROD-79919,7,3.8108059593018513e-10
USER-131156,PROD-15599,8,9.724120483212131e-11
USER-131156,PROD-94935,9,1.017769814566348e-12
USER-131156,PROD-10834,10,6.837430496416178e-17
USER-131319,PROD-63270,1,7.703580211409776e-09
USER-131319,PROD-78300,2,7.703580211409776e-09
USER-131319,PROD-80757,3,5.296899520760524e-09
USER-131319,PROD-54937,4,2.5159503387046116e-09
USER-131319,PROD-99768,5,1.601314822491932e-09
USER-131319,PROD-18272,6,2.0329960391224892e-10
USER-131319,PROD-28444,7,1.883036342388802e-12
USER-131319,PROD-88956,8,2.304719970674261e-16
USER-131319,PROD-94232,9,2.1240740267879203e-16
USER-131319,PROD-76385,10,1.9325983162497723e-16
USER-132276,PROD-16304,1,1.0763824425859564e-12
USER-132276,PROD-34529,2,3.9051548975715304e-17
USER-132276,PROD-84738,3,3.2081256777093047e-17
USER-132276,PROD-74375,4,1.900978123874875e-17
USER-132276,PROD-65444,5,1.3421970582458652e-17
USER-132276,PROD-75455,6,1.1183325661474107e-17
USER-132276,PROD-78511,7,3.6826720776629604e-18
USER-132276,PROD-54937,8,2.8600493031240134e-18
USER-132276,PROD-28603,9,2.602377972724747e-18
USER-132276,PROD-57330,10,1.2577151217533786e-18
USER-132685,PROD-70881,1,9.984252103080916e-11
USER-132685,PROD-19269,2,4.0596963331412884e-11
USER-132685,PROD-36554,3,3.963148838282709e-11
USER-132685,PROD-55788,4,2.907676975809331e-11
USER-132685,PROD-65847,5,2.023661824144686e-11
USER-132685,PROD-35444,6,1.7823329129598964e-11
USER-132685,PROD-27006,7,1.0169381298310586e-11
USER-132685,PROD-79919,8,7.449623637242377e-12
USER-132685,PROD-64834,9,6.240420069960814e-12
USER-132685,PROD-70722,10,3.5129396192383477e-12
USER-134690,PROD-62621,1,3.4532092089549583e-12
USER-134690,PROD-33314,2,1.1401785298274522e-12
USER-134690,PROD-15539,3,7.127769979470385e-13
USER-134690,PROD-86897,4,5.497883550283164e-16
USER-134690,PROD-76347,5,3.369131333524763e-16
USER-134690,PROD-35553,6,1.3050580273947896e-16
USER-134690,PROD-71434,7,9.753496921503083e-17
USER-134690,PROD-64938,8,7.469654918729298e-17
USER-134690,PROD-27006,9,4.619851179369648e-17
USER-134690,PROD-80406,10,2.3037107323196923e-17
USER-135423,PROD-96454,1,5.618866952458573e-12
USER-135423,PROD-74204,2,4.965657880802283e-16
USER-135423,PROD-89657,3,4.2076372605802673e-16
USER-135423,PROD-51367,4,4.203772709943998e-16
USER-135423,PROD-56392,5,3.5267437112233013e-16
USER-135423,PROD-74375,6,1.5559392720998797e-16
USER-135423,PROD-20739,7,1.483263022484106e-16
USER-135423,PROD-53525,8,1.3715593999914286e-16
USER-135423,PROD-73497,9,1.170293147580268e-16
USER-135423,PROD-56561,10,1.0647221017696425e-16
USER-135508,PROD-28444,1,8.943638289068878e-13
USER-135508,PROD-79994,2,7.204199402272808e-13
USER-135508,PROD-58300,3,3.764205526964522e-17
USER-135508,PROD-88767,4,2.792280280268821e-17
USER-135508,PROD-38047,5,2.4663889749135852e-17
USER-135508,PROD-51942,6,2.0899655611631684e-17
USER-135508,PROD-35986,7,1.821231907144801e-17
USER-135508,PROD-24762,8,1.3764330668450578e-17
USER-135508,PROD-53525,9,1.0739420288986463e-17
USER-135508,PROD-10515,10,9.356099255190487e-18
USER-135865,PROD-40514,1,0.0613654583872769
USER-135865,PROD-32749,2,0.04554906986350235
USER-135865,PROD-65375,3,0.04108140161873542
USER-135865,PROD-94935,4,0.03971201072021236
USER-135865,PROD-92174,5,0.029113518011092614
USER-135865,PROD-91619,6,0.028437904400470483
USER-135865,PROD-88767,7,0.005197391144591589
USER-135865,PROD-65847,8,0.003423204255713798
USER-135865,PROD-65444,9,0.0013078991064307064
USER-135865,PROD-52987,10,0.00010968801266452837
USER-136344,PROD-38773,1,9.955440110593874e-09
USER-136344,PROD-16001,2,6.68627154401279e-09
USER-136344,PROD-58410,3,6.17168840066412e-09
USER-136344,PROD-80439,4,6.140487318145266e-09
USER-136344,PROD-31917,5,5.465865570328955e-09
USER-136344,PROD-48453,6,5.3319129099535484e-09
USER-136344,PROD-18506,7,5.146095825432265e-09
USER-136344,PROD-33776,8,4.468056107637581e-09
USER-136344,PROD-11193,9,3.7006581010235265e-09
USER-136344,PROD-87971,10,2.326843643487734e-09
USER-136841,PROD-70722,1,6.8232142212027745e-12
USER-136841,PROD-51088,2,9.805393251614604e-16
USER-136841,PROD-74321,3,8.254619238009541e-16
USER-136841,PROD-69305,4,2.131517978270285e-16
USER-136841,PROD-57354,5,8.421577654609122e-17
USER-136841,PROD-33776,6,1.1264020896067876e-17
USER-136841,PROD-61773,7,7.992246687714664e-18
USER-136841,PROD-74893,8,4.1684127467816393e-19
USER-136841,PROD-14856,9,7.718273518763103e-24
USER-136841,PROD-44491,10,7.420175501421754e-24
USER-137177,PROD-96454,1,4.44607795563735e-12
USER-137177,PROD-74204,2,3.92920890027689e-16
USER-137177,PROD-89657,3,3.3294049187974934e-16
USER-137177,PROD-51367,4,3.326346990297363e-16
USER-137177,PROD-56392,5,2.790629783962336e-16
USER-137177,PROD-74375,6,1.2311783419194075e-16
USER-137177,PROD-20739,7,1.1736713259944792e-16
USER-137177,PROD-53525,8,1.0852828630300339e-16
USER-137177,PROD-73497,9,9.260255864954012e-17
USER-137177,PROD-56561,10,8.424896879764259e-17
USER-137525,PROD-51088,1,0.0004311190766395443
USER-137525,PROD-74321,2,0.0003629353492085282
USER-137525,PROD-69305,3,9.371761428142177e-05
USER-137525,PROD-57354,4,3.7027610103301616e-05
USER-137525,PROD-33776,5,4.952513543668104e-06
USER-137525,PROD-61773,6,3.513994720931393e-06
USER-137525,PROD-74893,7,1.8327487825631986e-07
USER-137525,PROD-14856,8,3.3935354424593564e-12
USER-137525,PROD-44491,9,3.2624690602282117e-12
USER-137525,PROD-71591,10,2.7173941482705503e-12
USER-139858,PROD-70881,1,1.3296577750975903e-08
USER-139858,PROD-19269,2,5.406520927321925e-09
USER-139858,PROD-36554,3,5.27794331742234e-09
USER-139858,PROD-55788,4,3.8723133775479265e-09
USER-139858,PROD-65847,5,2.695021771146825e-09
USER-139858,PROD-35444,6,2.3736307848217966e-09
USER-139858,PROD-27006,7,1.3543124484064434e-09
USER-139858,PROD-79919,8,9.921073595240566e-10
USER-139858,PROD-64834,9,8.310710687421429e-10
USER-139858,PROD-71962,10,2.1530134557990675e-10
USER-144845,PROD-40399,1,1.5046352963261561e-12
USER-144845,PROD-62621,2,6.583474012840067e-13
USER-144845,PROD-86897,3,1.0481604585394874e-16
USER-144845,PROD-76347,4,6.423181231703587e-17
USER-144845,PROD-31962,5,3.859428803684247e-17
USER-144845,PROD-48461,6,2.803646855921952e-17
USER-144845,PROD-35553,7,2.495639592536446e-17
USER-144845,PROD-61027,8,2.4383680446077464e-17
USER-144845,PROD-38356,9,2.2692604973861388e-17
USER-144845,PROD-71434,10,1.8594846020482938e-17
USER-145114,PROD-63270,1,2.156730383242494e-09
USER-145114,PROD-78300,2,2.156730383242494e-09
USER-145114,PROD-80757,3,1.4829447892934387e-09
USER-145114,PROD-54937,4,7.04377236207224e-10
USER-145114,PROD-99768,5,4.4831159487244337e-10
USER-145114,PROD-18272,6,5.6916708936100255e-11
USER-145114,PROD-41603,7,4.609701665446706e-13
USER-145114,PROD-70722,8,3.4945581720895335e-13
USER-145114,PROD-88956,9,6.452401934177155e-17
USER-145114,PROD-94232,10,5.946657092042394e-17
USER-145381,PROD-31694,1,1.9387655217777124e-08
USER-145381,PROD-90441,2,8.270483119344587e-09
USER-145381,PROD-41488,3,7.518413565672914e-09
USER-145381,PROD-34231,4,4.890586968862601e-09
USER-145381,PROD-72464,5,4.558452840893564e-09
USER-145381,PROD-57116,6,3.8369986443075096e-09
USER-145381,PROD-10974,7,3.183083524144862e-09
USER-145381,PROD-56561,8,2.8938016759632702e-09
USER-145381,PROD-99768,9,1.2135848947950073e-09
USER-145381,PROD-61027,10,1.1471445694724144e-09
USER-145677,PROD-30810,1,7.100317440325323e-10
USER-145677,PROD-63102,2,5.227364423249411e-10
USER-145677,PROD-74893,3,3.6533523614222225e-10
USER-145677,PROD-15599,4,2.329594520489888e-10
USER-145677,PROD-68232,5,1.7904035277825363e-10
USER-145677,PROD-21944,6,1.662449696035138e-10
USER-145677,PROD-73497,7,7.161875658001823e-11
USER-145677,PROD-38356,8,6.767884047233625e-11
USER-145677,PROD-27006,9,6.171840448214794e-11
USER-145677,PROD-72464,10,3.1319403811629224e-12
USER-146340,PROD-63270,1,1.5901111901133124e-08
USER-146340,PROD-78300,2,1.5901111901133124e-08
USER-146340,PROD-80757,3,1.0933434805277092e-08
USER-146340,PROD-54937,4,5.193222732228102e-09
USER-146340,PROD-99768,5,3.30530551803362e-09
USER-146340,PROD-18272,6,4.196347234077959e-10
USER-146340,PROD-70881,7,3.962911205348468e-10
USER-146340,PROD-19269,8,1.6113591606879836e-10
