event_id,user_id,session_id,event_time,page_url,product_id,event_type,device_type,ip_address,traffic_source,referrer,user_agent,country,city,browser,os
0d202e61-fbd6-4998-9bd7-9d6d2491690d,USER-946721,2c138dc6-2493-4bca-b8f6-53fcae204430,2025-10-09 08:21:14,/product/PROD-46509,PROD-46509,view,mobile,67.110.84.192,twitter,https://www.twitter.com,Mozilla/5.0 (Android 3.2.1; Mobile; rv:14.0) Gecko/14.0 Firefox/14.0,FM,Carterbury,Chrome,iOS
6cf847b2-c359-4b83-93fe-21ff0de635c1,USER-946721,2c138dc6-2493-4bca-b8f6-53fcae204430,2025-10-09 07:53:07,/cart,,remove_from_cart,desktop,50.24.14.204,linkedin,https://www.linkedin.com,Opera/8.64.(Windows NT 6.1; he-IL) Presto/2.9.185 Version/12.00,CI,Lake Edward,Chrome,Windows
84d0e6ac-bdfc-40da-b04a-e0a4a2c56889,USER-890170,f7c04025-2721-4b18-ab44-daffe073e701,2025-10-31 08:48:41,/product/PROD-38016,PROD-38016,view,mobile,121.35.76.199,referral,https://www.referral.com,"Mozilla/5.0 (iPad; CPU iPad OS 2_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/18.0.829.0 Mobile/49D947 Safari/531.0",TZ,Port Emilyview,Chrome,MacOS
f6132574-99c5-441a-963a-428429de6ce2,USER-890170,f7c04025-2721-4b18-ab44-daffe073e701,2025-10-31 08:43:11,/product/PROD-44760,PROD-44760,view,tablet,139.54.83.46,youtube,https://www.youtube.com,Opera/9.21.(X11; Linux x86_64; is-IS) Presto/2.9.178 Version/11.00,PW,Rickymouth,Safari,iOS
e35a7346-1deb-4aa7-92a4-b18cdf11f7bf,USER-890170,f7c04025-2721-4b18-ab44-daffe073e701,2025-10-31 08:34:51,/cart,PROD-82845,add_to_cart,desktop,138.74.244.85,youtube,https://www.youtube.com,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1),HR,Cervantesside,Firefox,MacOS
03db92bd-439a-452a-8e1c-f4bf1b03fc1a,USER-890170,f7c04025-2721-4b18-ab44-daffe073e701,2025-10-31 08:39:53,/product/PROD-85914,PROD-85914,view,tablet,69.162.197.137,linkedin,https://www.linkedin.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.1),SG,Lake Mollymouth,Chrome,Linux
0b64f9ee-d1d5-4130-a967-5762b68e044d,USER-890170,f7c04025-2721-4b18-ab44-daffe073e701,2025-10-31 08:47:52,/product/PROD-75909,PROD-75909,view,desktop,44.1.90.52,linkedin,https://www.linkedin.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7 rv:5.0; gd-GB) AppleWebKit/533.40.7 (KHTML, like Gecko) Version/5.0 Safari/533.40.7",TG,New Rickybury,Firefox,Windows
4ee3d707-bf92-477a-aee9-75c86ab3ab14,USER-632496,d62d80a9-c467-4c88-a7f3-3ab9a3dae024,2025-11-20 08:35:45,/checkout/success,PROD-18907,purchase,mobile,199.58.23.147,twitter,https://www.twitter.com,Opera/9.75.(X11; Linux i686; ug-CN) Presto/2.9.175 Version/12.00,MA,Robertfort,Edge,Windows
706cedcc-1c1a-4126-a422-3d25de777024,USER-632496,d62d80a9-c467-4c88-a7f3-3ab9a3dae024,2025-11-20 07:52:22,/help,,exit,desktop,192.111.153.73,bing,https://www.bing.com,Opera/8.18.(X11; Linux i686; mg-MG) Presto/2.9.189 Version/12.00,IS,Morganhaven,Chrome,iOS
7242d507-f170-4d64-9d9f-c1241c08da6f,USER-632496,d62d80a9-c467-4c88-a7f3-3ab9a3dae024,2025-11-20 08:07:28,/cart,PROD-51467,add_to_cart,desktop,120.5.64.239,twitter,https://www.twitter.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.1),CZ,Ryanstad,Safari,MacOS
026b0d02-0040-40b0-9970-58164298c5c3,USER-632496,d62d80a9-c467-4c88-a7f3-3ab9a3dae024,2025-11-20 08:10:08,/product/PROD-94607,PROD-94607,view,mobile,56.36.53.165,youtube,https://www.youtube.com,Opera/8.62.(X11; Linux x86_64; fr-CH) Presto/2.9.178 Version/11.00,BD,Juliefurt,Safari,Windows
eb87af96-1207-4656-9638-575872c073be,USER-632496,d62d80a9-c467-4c88-a7f3-3ab9a3dae024,2025-11-20 07:56:29,/product/PROD-83792,PROD-83792,view,desktop,41.188.23.243,facebook,https://www.facebook.com,Opera/9.22.(X11; Linux i686; da-DK) Presto/2.9.187 Version/10.00,SL,Smithberg,Opera,MacOS
731b943a-7528-4455-849f-a16e80854ecd,USER-630458,c205db64-03b7-4724-931e-372469ab5f1f,2025-10-28 08:06:20,/product/PROD-19016,PROD-19016,view,mobile,41.225.13.227,email,https://www.email.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/33.0.880.0 Safari/534.1",PA,Lake Kevin,Safari,MacOS
ab7e4a53-ea61-496c-aa80-b6231b8ab688,USER-630458,c205db64-03b7-4724-931e-372469ab5f1f,2025-10-28 08:31:25,/product/PROD-49651,PROD-49651,view,mobile,84.194.141.247,linkedin,https://www.linkedin.com,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/53.0.832.0 Safari/533.1",JO,North Scott,Chrome,Android
9e2200b3-31ea-415b-9829-e4690e931412,USER-630458,c205db64-03b7-4724-931e-372469ab5f1f,2025-10-28 08:07:43,/product/PROD-27601,PROD-27601,view,desktop,51.37.87.218,facebook,https://www.facebook.com,Opera/9.23.(X11; Linux x86_64; nn-NO) Presto/2.9.166 Version/11.00,GW,Armstrongshire,Chrome,Android
377ff25a-4f01-430e-acca-cb50d9b02f09,USER-630458,c205db64-03b7-4724-931e-372469ab5f1f,2025-10-28 08:38:39,/product/PROD-37607,PROD-37607,view,mobile,50.229.15.140,email,https://www.email.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/31.0.899.0 Safari/536.1",TT,Jessicaland,Firefox,Linux
e3804158-0290-4537-bcec-e61c89d34bd5,USER-630458,c205db64-03b7-4724-931e-372469ab5f1f,2025-10-28 07:55:58,/product/PROD-16658,PROD-16658,view,mobile,218.116.123.171,referral,https://www.referral.com,Opera/9.31.(Windows CE; de-LI) Presto/2.9.188 Version/11.00,IE,Coffeyport,Safari,Windows
af4072f8-8019-485b-98be-728a9bc328d5,USER-103717,b8b5a2c1-029b-40b0-861e-b5edcb3b4682,2025-10-19 08:00:41,/cart,PROD-44335,add_to_cart,desktop,186.214.193.95,youtube,https://www.youtube.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/14.0.879.0 Mobile/23C685 Safari/534.0",LR,Lake Bryan,Opera,iOS
868cd093-3ac7-4ecd-982e-fbf7ecc7d3a5,USER-103717,b8b5a2c1-029b-40b0-861e-b5edcb3b4682,2025-10-19 08:26:54,/product/PROD-29536,PROD-29536,view,mobile,174.106.226.174,google,https://www.google.com/search,Opera/8.22.(Windows 98; Win 9x 4.90; be-BY) Presto/2.9.169 Version/11.00,GW,South Shawn,Safari,Android
38c57e44-48aa-40cb-a323-912167e4d81e,USER-103717,b8b5a2c1-029b-40b0-861e-b5edcb3b4682,2025-10-19 08:10:42,/product/PROD-15482,PROD-15482,view,mobile,154.210.249.4,email,https://www.email.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; is-IS) AppleWebKit/532.27.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.27.6",KH,Bruceview,Chrome,Linux
63c82f74-c7db-431f-a431-cdd287decde6,USER-103717,b8b5a2c1-029b-40b0-861e-b5edcb3b4682,2025-10-19 08:13:48,/product/PROD-23473,PROD-23473,view,mobile,96.250.46.223,linkedin,https://www.linkedin.com,Opera/8.26.(Windows NT 6.1; gl-ES) Presto/2.9.161 Version/11.00,TM,North Maria,Edge,Android
1a328a77-40bd-43cd-8119-b6125e1fbea2,USER-103717,b8b5a2c1-029b-40b0-861e-b5edcb3b4682,2025-10-19 08:48:41,/cart,PROD-41029,add_to_cart,tablet,2.221.34.89,instagram,https://www.instagram.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7; rv:1.9.4.20) Gecko/4324-02-15 12:57:07 Firefox/3.8,PK,North Yolandafurt,Firefox,iOS
fe61cb9b-dd8e-4eff-b9d4-294f0335aa1e,USER-125990,7ad99ce4-9592-4fb4-af86-97c412d7a8d5,2025-11-08 08:44:25,/cart,PROD-63964,add_to_cart,mobile,38.232.216.185,twitter,https://www.twitter.com,Opera/8.18.(X11; Linux x86_64; bo-CN) Presto/2.9.170 Version/12.00,CN,Claudiashire,Safari,MacOS
fc9ae645-2d06-462b-80bd-e17dbf60829a,USER-125990,7ad99ce4-9592-4fb4-af86-97c412d7a8d5,2025-11-08 08:48:16,/cart,PROD-15075,add_to_cart,mobile,6.153.250.211,youtube,https://www.youtube.com,Opera/8.93.(X11; Linux x86_64; nn-NO) Presto/2.9.163 Version/12.00,CF,South Shannon,Firefox,MacOS
de07d4be-fb55-4630-ad30-6417141f8a51,USER-125990,7ad99ce4-9592-4fb4-af86-97c412d7a8d5,2025-11-08 08:45:40,/cart,,remove_from_cart,mobile,117.108.67.142,twitter,https://www.twitter.com,Opera/9.57.(Windows NT 5.01; ce-RU) Presto/2.9.173 Version/11.00,DE,Jonesland,Firefox,Windows
c4c190dd-d23b-444a-a635-3d7921a15b66,USER-125990,7ad99ce4-9592-4fb4-af86-97c412d7a8d5,2025-11-08 08:48:40,/cart,PROD-46517,add_to_cart,mobile,70.46.28.145,facebook,https://www.facebook.com,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),SV,South Michaelchester,Safari,Linux
5a5e5453-45b7-4d9c-937b-d316e34b62d0,USER-125990,7ad99ce4-9592-4fb4-af86-97c412d7a8d5,2025-11-08 08:12:16,/cart,PROD-80282,add_to_cart,mobile,209.165.114.61,google,https://www.google.com/search,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.0),TR,East Diane,Chrome,Linux
c07a692a-d72c-4d39-8ac5-a761e754c261,USER-287241,1ade677e-dcdb-462e-a8c6-9df9b736455f,2025-09-17 08:19:19,/help,,exit,mobile,113.187.67.51,email,https://www.email.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.1),TO,Port Roy,Safari,iOS
a131f67e-8970-4ffa-adb7-1777ec2a8737,USER-287241,1ade677e-dcdb-462e-a8c6-9df9b736455f,2025-09-17 08:29:01,/cart,PROD-60488,add_to_cart,mobile,2.26.226.72,twitter,https://www.twitter.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1 rv:3.0; li-BE) AppleWebKit/533.2.2 (KHTML, like Gecko) Version/5.1 Safari/533.2.2",PH,Ericport,Safari,Windows
8543fc27-8dac-40cd-b867-dc6fe072208c,USER-287241,1ade677e-dcdb-462e-a8c6-9df9b736455f,2025-09-17 08:36:33,/cart,PROD-80575,add_to_cart,mobile,178.183.247.210,twitter,https://www.twitter.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/44.0.877.0 Safari/532.0",GN,Joyceton,Safari,iOS
6d67ea73-0342-4d7c-bf61-404e04ad0e17,USER-287241,1ade677e-dcdb-462e-a8c6-9df9b736455f,2025-09-17 08:32:12,/product/PROD-53279,PROD-53279,view,desktop,83.74.116.106,email,https://www.email.com,Mozilla/5.0 (Android 4.4; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0,CD,South Brianna,Chrome,Linux
bb4151ec-8c6f-4418-8a4a-60cc2c6bd5b8,USER-287241,1ade677e-dcdb-462e-a8c6-9df9b736455f,2025-09-17 08:17:08,/product/PROD-52753,PROD-52753,view,desktop,14.85.15.116,direct,none,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.0),BO,New Williamstad,Opera,MacOS
74243c62-6364-4588-8015-31e442075db0,USER-301158,b2cc9bce-9649-45b5-bce2-e233a7c6369f,2025-10-08 08:31:41,/cart,PROD-32810,add_to_cart,mobile,41.115.192.16,bing,https://www.bing.com,Mozilla/5.0 (Windows 98; om-KE; rv:1.9.2.20) Gecko/3533-12-22 09:36:33 Firefox/3.6.20,VE,Fordside,Safari,iOS
393e6449-6249-4f30-90f3-f3687b1c85b1,USER-301158,b2cc9bce-9649-45b5-bce2-e233a7c6369f,2025-10-08 08:04:00,/product/PROD-47606,PROD-47606,view,mobile,200.42.1.219,referral,https://www.referral.com,Opera/8.67.(X11; Linux i686; kok-IN) Presto/2.9.176 Version/10.00,CA,Toniland,Opera,Android
9850527b-269a-4932-8f54-d442c63b2dde,USER-301158,b2cc9bce-9649-45b5-bce2-e233a7c6369f,2025-10-08 08:35:47,/cart,PROD-67954,add_to_cart,mobile,10.194.205.34,twitter,https://www.twitter.com,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/29.0.892.0 Mobile/77F889 Safari/532.2",CZ,Christopherberg,Opera,iOS
ef444a5b-59a4-4c43-96da-f788f6d87bca,USER-301158,b2cc9bce-9649-45b5-bce2-e233a7c6369f,2025-10-08 08:34:38,/cart,PROD-32241,add_to_cart,tablet,217.237.107.25,facebook,https://www.facebook.com,Opera/9.92.(Windows NT 6.0; zu-ZA) Presto/2.9.169 Version/12.00,LS,Lake Jacqueline,Safari,Android
ce896eb0-445d-4656-81ab-6738f339f36c,USER-301158,b2cc9bce-9649-45b5-bce2-e233a7c6369f,2025-10-08 08:45:32,/cart,PROD-22240,add_to_cart,desktop,200.95.178.34,twitter,https://www.twitter.com,Opera/8.53.(X11; Linux x86_64; an-ES) Presto/2.9.169 Version/10.00,RU,East Zoe,Safari,MacOS
f9fdad44-ba47-4f2c-a8be-25eeb9418c05,USER-945742,d1b11462-8eed-439e-8015-03b42fbd39b6,2025-11-05 08:31:23,/product/PROD-72277,PROD-72277,view,mobile,108.187.144.126,facebook,https://www.facebook.com,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/57.0.898.0 Safari/535.2",KR,Mckeeborough,Edge,iOS
390b2cbb-cf3d-41ed-8bd7-33fecc50f0e8,USER-945742,d1b11462-8eed-439e-8015-03b42fbd39b6,2025-11-05 08:23:24,/checkout/success,PROD-60328,purchase,desktop,60.50.191.118,referral,https://www.referral.com,Opera/8.87.(X11; Linux x86_64; mai-IN) Presto/2.9.190 Version/10.00,CU,Brettfort,Firefox,MacOS
